filename,label,good_hits,bad_hits,good_terms_found,bad_terms_found
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/56/input/1758830100622_Sydney_resume_.pdf,input,5,0,"communication, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/56/input/1758727841581_Sydney_resume_.pdf,input,5,0,"communication, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/56/input/1758677964386_Sydney_resume_.pdf,input,5,0,"communication, implemented, leadership",
