filename,label,good_hits,bad_hits,good_terms_found,bad_terms_found
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/30864828.pdf,DIGITAL-MEDIA,11,0,"communication, leadership, manager, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/16276121.pdf,DIGITAL-MEDIA,7,0,"lead, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/31162167.pdf,DIGITAL-MEDIA,2,0,"communication, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/23864858.pdf,DIGITAL-MEDIA,9,0,"designed, manager, optimized, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/34583750.pdf,DIGITAL-MEDIA,8,0,"communication, designed, implemented, leadership",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/16536141.pdf,DIGITAL-MEDIA,20,0,"implemented, lead, leadership, manager, problem solving, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/17562754.pdf,DIGITAL-MEDIA,3,0,"leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/14771530.pdf,DIGITAL-MEDIA,2,0,"expert, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/11270462.pdf,DIGITAL-MEDIA,5,0,"communication, implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/29915354.pdf,DIGITAL-MEDIA,3,0,"communication, lead, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/31929166.pdf,DIGITAL-MEDIA,7,0,"achieved, adaptability, communication, implemented, leadership, manager, teamwork",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/81508860.pdf,DIGITAL-MEDIA,11,0,"communication, delivered, designed, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/13837784.pdf,DIGITAL-MEDIA,7,0,"communication, delivered, lead, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/29002596.pdf,DIGITAL-MEDIA,24,0,"delivered, designed, implemented, lead, leadership, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/25723793.pdf,DIGITAL-MEDIA,4,0,"communication, lead, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/20628003.pdf,DIGITAL-MEDIA,3,0,"communication, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/22380187.pdf,DIGITAL-MEDIA,3,0,"communication, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/23810469.pdf,DIGITAL-MEDIA,12,0,"implemented, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/10005171.pdf,DIGITAL-MEDIA,5,0,"manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/20330739.pdf,DIGITAL-MEDIA,15,0,"communication, expert, lead, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/17584743.pdf,DIGITAL-MEDIA,7,0,"designed, implemented, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/19444529.pdf,DIGITAL-MEDIA,9,0,"delivered, designed, implemented, leadership, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/20490741.pdf,DIGITAL-MEDIA,4,0,"implemented, problem solving",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/27080812.pdf,DIGITAL-MEDIA,23,0,"achieved, communication, designed, expert, implemented, lead, leadership, machine learning, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/12085736.pdf,DIGITAL-MEDIA,8,0,"implemented, javascript, sql",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/14761906.pdf,DIGITAL-MEDIA,2,0,"designed, lead",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/24953921.pdf,DIGITAL-MEDIA,13,0,"communication, designed, lead, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/16893572.pdf,DIGITAL-MEDIA,13,0,"designed, expert, javascript, lead, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/56952849.pdf,DIGITAL-MEDIA,5,0,"communication, linux, manager",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/14209965.pdf,DIGITAL-MEDIA,6,0,"lead, leadership, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/91318828.pdf,DIGITAL-MEDIA,5,2,"communication, manager",basic computer skills
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/73282756.pdf,DIGITAL-MEDIA,14,0,"implemented, lead, leadership, manager, senior, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/18927233.pdf,DIGITAL-MEDIA,3,0,"5+ years, achieved, expert",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/18442517.pdf,DIGITAL-MEDIA,18,0,"communication, confluence, git, implemented, javascript, jira, lead, manager, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/90685127.pdf,DIGITAL-MEDIA,7,0,"lead, manager, optimized, senior",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/13343786.pdf,DIGITAL-MEDIA,9,0,"communication, delivered, manager, senior, statistics",
/home/droski/Desktop/School/Fall25/Capstone/data/DIGITAL-MEDIA/62700506.pdf,DIGITAL-MEDIA,26,0,"ai, communication, lead, leadership, manager, senior",
